"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"1",52,1,30,1,0,"0",2630,1,152,"0"
"1",45,1,28,0,2,"1",49145,122,222,"1"
"1",47,1,28,1,1,"0",31269,124,213,"0"
"0",55,1,28,0,2,"1",49146,26,190,"1"
"0",22,1,28,1,0,"0",38452,26,51,"0"
"0",25,1,37,0,0,"1",2630,152,249,"0"
"1",75,1,8,1,1,"0",2630,26,11,"0"
"1",49,1,28,0,1,"1",37214,26,158,"1"
"1",45,1,28,0,1,"0",42620,124,245,"0"
"0",45,1,35,1,1,"0",2630,26,200,"0"
"0",51,1,28,0,2,"1",33632,124,137,"0"
"0",24,1,6,1,0,"0",29371,152,168,"0"
"1",29,1,46,0,0,"1",2630,152,118,"0"
"0",26,1,8,1,0,"0",22650,152,181,"0"
"0",37,1,28,0,1,"1",20267,152,88,"0"
"0",21,1,8,1,0,"1",46704,152,99,"0"
"0",24,1,13,0,0,"1",2630,151,19,"0"
"0",21,1,34,0,1,"1",36314,163,86,"1"
"1",42,1,11,0,1,"1",40473,124,46,"0"
"1",64,1,28,0,1,"1",42417,60,116,"0"
"1",54,1,33,0,1,"1",39396,124,295,"0"
"0",23,1,2,1,0,"0",24881,152,247,"0"
"1",33,1,15,1,0,"0",2630,152,190,"0"
"1",29,1,28,0,0,"1",40186,160,227,"0"
"0",30,1,49,0,0,"1",27967,152,270,"0"
"1",52,1,28,0,1,"1",46090,124,217,"1"
"1",23,1,35,1,0,"0",27968,152,128,"0"
"0",22,1,46,0,0,"1",26118,152,46,"0"
"0",44,1,28,0,1,"1",52593,26,30,"1"
"0",36,1,8,0,1,"1",63198,26,244,"1"
"0",39,1,28,0,1,"1",45387,154,59,"1"
"1",23,1,21,0,0,"1",33870,152,258,"0"
"0",31,1,15,1,0,"0",40315,152,103,"0"
"0",22,1,28,1,0,"0",58936,152,274,"0"
"0",31,1,18,1,0,"0",44945,152,201,"0"
"1",29,1,7,1,0,"0",2630,152,59,"0"
"0",26,1,15,1,0,"0",32553,152,97,"0"
"1",49,1,28,0,1,"1",31733,26,265,"0"
"1",33,1,46,1,1,"0",27599,124,10,"0"
"1",38,1,48,0,1,"1",2630,124,67,"0"
"0",21,1,7,1,0,"0",2630,152,74,"0"
"1",24,1,15,1,0,"0",23479,151,259,"0"
"0",57,1,41,1,1,"0",24564,152,220,"0"
"1",46,1,8,1,1,"0",34727,124,229,"0"
"1",38,1,28,0,1,"1",46272,124,203,"1"
"0",23,1,44,1,0,"0",28978,152,242,"0"
"1",36,1,28,1,1,"0",44579,26,104,"0"
"1",50,1,28,0,2,"1",38269,29,244,"0"
"1",68,1,8,0,1,"1",112974,26,206,"0"
"0",24,1,28,0,0,"1",31901,152,17,"0"
"1",24,1,15,1,0,"0",33613,152,205,"0"
"1",21,1,26,0,0,"1",25205,160,256,"0"
"1",24,1,45,0,0,"1",19848,152,115,"0"
"1",26,1,30,1,0,"0",22102,152,97,"0"
"0",75,1,46,1,1,"0",30356,26,288,"0"
"0",49,1,46,0,1,"1",25996,26,184,"1"
"1",38,1,28,0,1,"1",52970,124,106,"0"
"0",23,1,27,0,0,"0",2630,152,103,"0"
"0",22,1,30,1,0,"0",30724,152,271,"0"
"0",45,1,8,0,1,"1",2630,26,96,"1"
"1",84,1,28,1,1,"0",49367,122,31,"0"
"1",73,1,46,0,1,"1",41623,26,146,"0"
"0",43,1,28,0,2,"1",37314,26,288,"1"
"1",55,1,28,1,1,"1",42394,26,142,"0"
"0",45,1,37,0,1,"1",35692,152,235,"0"
"1",44,1,23,0,1,"1",42609,124,83,"0"
"1",21,1,26,1,0,"0",15945,160,160,"0"
"1",21,1,4,0,0,"1",22577,152,204,"0"
"1",52,1,28,1,1,"0",35031,26,88,"0"
"0",49,1,48,1,1,"0",2630,26,245,"0"
"0",21,1,36,1,0,"0",30389,152,27,"0"
"1",24,1,41,1,0,"0",24773,152,277,"0"
"0",59,1,18,0,1,"0",23322,124,133,"1"
"1",23,1,44,0,0,"1",29267,152,41,"0"
"0",34,1,29,0,1,"1",30045,26,119,"1"
"1",25,1,14,1,0,"0",39723,152,278,"0"
"1",55,1,17,1,1,"0",36693,26,212,"0"
"0",63,1,28,0,1,"1",2630,26,172,"0"
"1",27,1,36,1,0,"0",32286,152,75,"0"
"0",47,1,30,0,1,"1",2630,154,227,"0"
"1",36,1,35,0,1,"1",25017,124,203,"0"
"0",66,1,8,0,1,"0",48089,7,205,"0"
"0",28,1,11,1,0,"0",2630,152,101,"0"
"1",41,1,28,0,1,"1",49845,124,168,"0"
"0",25,1,28,1,0,"0",34410,152,219,"0"
"1",23,1,18,1,0,"0",18086,152,139,"0"
"1",39,1,18,0,1,"1",43177,124,12,"0"
"1",43,1,28,0,1,"1",29921,26,146,"1"
"1",50,1,8,0,1,"1",2630,26,276,"0"
"1",48,1,28,0,1,"1",31502,26,125,"0"
"0",49,1,8,0,2,"1",40190,124,209,"0"
"1",25,1,32,1,0,"0",2630,160,114,"0"
"1",59,1,28,0,1,"1",2630,156,245,"0"
"0",69,1,18,0,1,"1",30539,124,107,"1"
"0",44,1,41,0,1,"1",41968,124,222,"0"
"1",48,1,8,1,1,"0",39109,78,51,"0"
"0",33,1,18,1,0,"0",33981,152,248,"0"
"0",21,1,3,1,0,"0",31286,152,286,"0"
"1",24,1,8,1,0,"0",33265,152,57,"0"
"1",65,1,48,0,1,"1",2630,26,90,"0"
"0",54,1,41,1,1,"0",19700,26,39,"0"
"1",40,1,28,0,1,"1",28113,124,278,"1"
"1",26,1,14,1,0,"0",24354,151,171,"0"
"1",38,1,48,0,1,"1",2630,124,10,"1"
"0",67,1,29,0,1,"1",45459,124,267,"1"
"0",24,1,3,1,0,"1",29376,160,112,"0"
"0",25,1,37,0,0,"1",47183,152,204,"0"
"1",20,1,30,0,0,"0",25497,160,11,"0"
"1",25,1,8,1,0,"0",2630,152,16,"0"
"0",24,1,17,1,0,"0",28385,152,164,"0"
"1",49,1,46,1,1,"0",2630,26,226,"0"
"1",53,1,8,1,1,"0",44895,124,240,"0"
"0",28,1,4,0,1,"1",2630,157,63,"0"
"0",37,1,28,1,1,"0",48427,124,176,"0"
"1",34,1,41,1,1,"1",36264,26,241,"0"
"1",54,1,9,0,2,"1",40603,31,161,"1"
"1",54,1,28,0,1,"1",36574,26,66,"0"
"1",26,1,14,1,0,"0",2630,152,137,"0"
"0",28,1,18,1,0,"0",38784,152,264,"0"
"1",49,1,45,0,1,"1",27937,124,132,"0"
"1",30,1,38,1,1,"0",25412,124,175,"0"
"0",36,1,33,0,1,"1",2630,160,180,"0"
"1",22,1,46,1,0,"0",21470,152,182,"0"
"0",25,1,35,1,0,"0",31745,152,242,"0"
"0",47,1,8,0,1,"1",32305,26,80,"0"
"1",32,1,28,0,1,"1",2630,124,227,"1"
"1",59,1,26,1,1,"0",47831,22,274,"0"
"1",37,1,18,0,1,"1",53672,154,32,"1"
"0",81,1,28,1,1,"0",38673,26,36,"0"
"0",64,1,28,0,1,"1",54624,26,17,"0"
"0",42,1,15,0,1,"1",27103,124,175,"0"
"0",23,1,36,1,0,"0",34976,152,100,"0"
"0",66,1,28,0,1,"1",35154,122,160,"0"
"1",64,1,25,0,2,"1",25272,26,91,"0"
"0",25,1,36,0,0,"1",29430,152,271,"0"
"0",21,1,45,0,0,"1",27546,160,279,"0"
"0",20,1,30,1,0,"0",35192,160,25,"0"
"0",22,1,46,1,0,"0",59086,152,238,"0"
"1",33,1,15,1,0,"0",35268,152,268,"0"
"1",52,1,28,0,1,"1",50851,124,285,"1"
"1",33,1,10,1,0,"0",21928,152,58,"0"
"0",25,1,46,1,0,"0",20804,152,204,"0"
"1",66,1,3,1,1,"0",2630,26,240,"0"
"0",25,1,3,1,0,"0",22102,152,163,"0"
"0",25,1,35,1,0,"0",41195,152,148,"0"
"1",49,1,5,0,1,"1",36205,26,281,"0"
"1",54,1,48,0,1,"1",2630,124,254,"0"
"0",24,1,8,1,0,"0",44095,152,63,"0"
"0",67,1,28,1,1,"1",37809,124,294,"0"
"1",27,1,50,1,0,"0",21844,152,17,"0"
"1",49,1,3,0,1,"1",40065,26,267,"0"
"0",24,1,11,1,0,"0",21837,152,95,"0"
"0",25,1,33,1,0,"0",33951,152,206,"0"
"1",53,1,28,0,2,"1",68850,154,39,"0"
"1",45,1,29,0,1,"1",42124,26,71,"1"
"1",21,1,37,1,0,"1",29537,160,243,"0"
"1",41,1,50,0,1,"1",37067,152,124,"0"
"1",41,1,15,0,1,"1",2630,157,232,"0"
"0",26,1,21,1,0,"0",29505,152,28,"0"
"1",28,1,9,0,1,"1",31804,157,124,"1"
"0",23,1,18,1,0,"0",26583,152,54,"0"
"0",31,1,28,0,0,"1",38865,26,157,"0"
"1",50,1,47,0,1,"1",39197,124,295,"0"
"1",30,1,41,0,0,"1",42814,152,144,"0"
"1",59,1,3,0,1,"0",2630,26,87,"0"
"1",24,1,49,0,0,"1",27291,152,155,"1"
"1",50,1,48,1,1,"0",2630,26,114,"0"
"0",69,1,28,0,2,"1",42340,26,40,"0"
"1",23,1,50,1,0,"0",45359,152,141,"0"
"1",25,1,10,1,0,"0",22069,152,93,"0"
"0",27,1,12,1,0,"0",28210,152,33,"0"
"0",33,1,33,1,0,"0",28238,152,231,"0"
"1",43,1,31,0,1,"1",2630,124,114,"0"
"0",42,1,21,0,1,"0",30377,152,252,"0"
"0",27,1,28,1,0,"0",27632,152,218,"0"
"0",47,1,28,0,1,"1",28815,26,97,"1"
"0",33,1,28,1,1,"0",32211,124,242,"0"
"0",27,1,8,1,0,"0",35169,152,203,"0"
"0",23,1,8,1,0,"0",40813,152,276,"0"
"1",22,1,8,1,0,"0",25266,26,188,"0"
"0",43,1,28,1,1,"0",139130,122,28,"0"
"1",23,1,11,1,0,"0",31897,152,138,"0"
"0",45,1,48,0,1,"1",2630,157,171,"1"
"1",24,1,34,0,0,"0",29619,151,100,"0"
"0",58,1,28,0,1,"1",40773,26,166,"0"
"1",36,1,28,0,1,"1",60320,124,21,"0"
"0",67,1,37,0,1,"1",42448,156,180,"1"
"0",31,1,28,0,0,"1",28921,124,264,"1"
"1",21,1,37,0,0,"1",29314,160,210,"0"
"1",23,1,8,1,0,"0",51281,152,148,"0"
"0",25,1,8,1,0,"0",41939,152,167,"0"
"0",26,1,17,1,0,"0",20416,152,143,"0"
"1",29,1,41,1,0,"0",29620,152,145,"0"
"0",21,1,41,1,0,"0",27094,152,299,"0"
"1",21,1,28,1,0,"0",63440,152,164,"0"
"0",26,1,21,1,0,"0",33002,152,20,"0"
"0",56,1,28,0,1,"1",28268,26,170,"1"
"1",65,1,28,1,1,"1",67117,26,182,"0"
"0",27,1,3,1,0,"0",2630,152,83,"0"
"0",20,1,47,0,0,"1",46175,160,171,"0"
"1",35,1,28,0,1,"1",35728,124,275,"0"
"1",40,1,28,0,1,"1",30258,124,76,"0"
"0",25,1,21,1,0,"0",30619,152,153,"0"
"1",25,1,28,1,0,"0",26289,152,255,"0"
"1",38,1,28,0,1,"1",18906,24,136,"1"
"1",37,1,27,1,1,"0",34545,124,299,"0"
"0",48,1,8,1,1,"0",52396,26,138,"0"
"1",62,1,26,0,1,"1",29337,26,275,"0"
"1",50,1,46,0,1,"1",28375,124,175,"0"
"1",31,1,28,0,0,"1",37288,124,224,"0"
"0",55,1,50,0,1,"1",2630,160,258,"0"
"0",26,1,29,1,0,"0",25989,152,204,"0"
"1",54,1,28,1,1,"0",45765,124,109,"0"
"1",24,1,6,1,0,"0",41830,160,105,"0"
"0",35,1,3,0,1,"1",2630,156,38,"1"
"1",45,1,24,0,1,"1",34243,26,149,"0"
"1",24,1,15,1,0,"0",28674,152,95,"0"
"1",63,1,28,0,1,"1",57914,42,168,"0"
"0",21,1,16,0,0,"1",25176,160,235,"0"
"0",45,1,8,1,1,"0",41648,152,242,"0"
"1",57,1,41,0,1,"1",27691,26,142,"0"
"1",28,1,30,1,0,"1",2630,152,176,"0"
"0",29,1,28,0,0,"0",33603,152,198,"0"
"0",37,1,6,1,1,"0",28657,152,264,"0"
"1",45,1,8,1,1,"0",28167,7,44,"0"
"0",58,1,28,0,1,"1",35616,122,126,"0"
"1",24,1,18,0,0,"1",29498,152,59,"0"
"0",30,1,26,1,0,"0",26130,151,251,"0"
"0",36,1,28,1,1,"0",53847,152,296,"0"
"0",27,1,36,0,0,"0",38800,152,13,"0"
"1",21,1,3,1,0,"0",22173,152,130,"0"
"1",51,1,14,1,1,"0",2630,154,271,"0"
"1",48,1,3,0,1,"1",37412,26,180,"1"
"1",51,1,8,0,1,"1",60346,26,242,"0"
"1",29,1,46,0,1,"1",29714,154,174,"0"
"0",53,1,28,0,1,"1",2630,124,88,"0"
"0",23,1,6,0,0,"1",29070,152,290,"0"
"0",48,1,30,1,1,"0",2630,160,211,"0"
"0",37,1,8,1,1,"0",29382,152,193,"0"
"0",56,1,48,0,1,"1",2630,26,191,"0"
"1",44,1,28,0,1,"1",57032,55,55,"0"
"0",24,1,8,1,0,"0",46334,152,15,"0"
"0",54,1,24,1,1,"0",26641,124,94,"0"
"0",27,1,30,1,0,"0",24859,152,41,"0"
"1",43,1,41,0,1,"1",38228,48,228,"0"
"0",33,1,34,1,0,"0",2630,160,255,"0"
"0",41,1,28,0,1,"1",267698,124,63,"1"
"1",51,1,8,1,1,"0",57360,26,174,"0"
"0",55,1,28,0,2,"1",42059,24,45,"1"
"0",54,1,12,0,1,"1",33179,124,69,"0"
"1",57,1,28,0,2,"1",48733,26,253,"0"
"0",29,1,41,0,0,"1",23191,152,271,"0"
"0",26,1,8,1,0,"0",45508,152,248,"0"
"1",73,1,3,0,1,"1",25094,124,205,"0"
"0",47,1,8,0,1,"0",2630,156,49,"0"
"1",37,1,28,1,1,"0",40230,124,115,"0"
"1",39,1,42,0,1,"1",31369,124,62,"0"
"0",25,1,3,1,0,"0",35436,152,144,"0"
"0",60,1,8,1,1,"0",27101,26,270,"0"
"0",54,1,28,0,1,"1",41975,26,226,"0"
"0",30,1,4,0,1,"1",2630,156,41,"1"
"0",29,1,41,1,1,"0",35863,124,68,"0"
"0",52,1,43,1,1,"0",34060,124,122,"0"
"1",38,1,0,1,1,"0",2630,26,107,"0"
"0",25,1,35,1,0,"0",25682,152,68,"0"
"1",23,1,32,1,0,"0",28144,152,72,"0"
"1",24,1,28,1,0,"0",38517,152,43,"0"
"0",50,1,48,0,1,"1",2630,124,90,"0"
"1",34,1,28,0,1,"1",34438,26,190,"1"
"1",52,1,28,0,1,"1",50255,26,42,"0"
"1",58,1,40,0,2,"1",38197,26,262,"0"
"1",25,1,21,1,0,"0",23732,152,113,"0"
"1",24,1,8,1,0,"0",44637,152,34,"0"
"0",29,1,8,1,0,"0",37270,152,178,"0"
"1",45,1,28,1,1,"0",36576,26,244,"0"
"1",46,1,29,0,1,"1",28209,26,84,"1"
"1",24,1,15,0,0,"1",30394,160,209,"0"
"0",32,1,3,0,0,"1",2630,160,71,"1"
"0",25,1,8,1,0,"0",38482,152,272,"0"
"0",29,1,35,1,0,"0",24133,152,227,"0"
"1",32,1,4,1,0,"0",2630,154,267,"0"
"1",47,1,31,0,1,"1",2630,124,183,"1"
"0",24,1,41,0,0,"1",30838,152,94,"0"
"1",26,1,47,1,0,"0",36805,152,101,"0"
"1",58,1,28,0,1,"1",36819,124,65,"0"
"1",21,1,49,0,0,"1",27160,160,210,"0"
"0",50,1,8,0,1,"0",66482,26,277,"0"
"1",31,1,23,0,0,"1",26262,152,92,"1"
"1",39,1,28,0,1,"1",29938,26,263,"0"
"0",42,1,24,0,1,"1",30580,124,249,"0"
"0",21,1,8,0,0,"1",36608,160,145,"0"
"1",36,1,14,1,1,"0",2630,124,121,"0"
"0",65,1,28,0,1,"1",2630,122,218,"0"
"1",49,1,28,0,1,"0",47598,25,205,"1"
"0",29,1,29,1,0,"0",33988,152,142,"0"
"1",34,1,28,0,1,"1",51692,124,75,"0"
"1",31,1,8,0,0,"1",44628,124,289,"1"
"1",47,1,21,0,1,"1",2630,124,31,"0"
"1",22,1,28,0,0,"1",29112,152,290,"0"
"0",22,1,41,1,0,"0",53538,152,35,"0"
"1",22,1,28,1,0,"0",28004,152,164,"0"
"0",23,1,47,0,0,"0",33501,152,42,"0"
"1",48,1,28,0,1,"1",39312,124,113,"0"
"0",24,1,34,0,0,"1",26425,152,279,"0"
"1",51,1,38,0,2,"1",27670,26,48,"1"
"0",32,1,46,0,0,"1",25537,156,293,"0"
"1",32,1,28,0,1,"1",2630,156,225,"1"
"1",57,1,28,0,1,"1",36603,26,246,"1"
"0",34,1,15,1,1,"0",30739,152,159,"0"
"0",76,1,29,0,1,"1",31075,26,77,"0"
"1",42,1,50,1,1,"0",40420,124,180,"0"
"1",72,1,28,1,1,"0",28629,122,201,"0"
"0",27,1,32,1,0,"0",31404,152,75,"0"
"0",40,1,28,0,1,"1",33128,26,115,"0"
"0",38,1,28,1,1,"0",27811,125,283,"0"
"0",29,1,10,1,0,"0",35335,152,59,"0"
"0",25,1,41,1,0,"0",41563,152,53,"0"
"1",29,1,28,0,0,"1",2630,157,276,"0"
"0",24,1,11,1,0,"0",44910,152,115,"0"
"1",25,1,21,0,0,"1",31788,152,73,"0"
"1",24,1,29,1,0,"0",39831,152,118,"0"
"0",23,1,28,0,0,"1",2630,163,153,"0"
"1",24,1,11,1,0,"0",24420,152,268,"0"
"1",71,1,36,0,1,"0",38295,152,40,"0"
"0",50,1,46,0,1,"1",2630,124,56,"1"
"0",40,1,41,0,1,"1",34957,26,253,"0"
"0",22,1,25,1,0,"0",27669,152,200,"0"
"0",39,1,2,0,1,"1",32116,26,222,"0"
"1",75,1,8,1,1,"0",70885,26,186,"0"
"0",48,1,28,0,1,"1",52033,26,256,"1"
"1",52,1,28,0,1,"1",26665,26,217,"0"
"1",26,1,46,0,0,"0",23380,152,179,"0"
"1",24,1,14,1,0,"0",2630,152,222,"0"
"0",64,1,28,0,1,"1",31168,124,35,"0"
"0",23,1,35,1,0,"0",24116,152,75,"0"
"1",60,1,24,1,1,"0",28900,124,55,"0"
"1",49,1,39,0,1,"1",43707,124,264,"1"
"0",57,1,28,0,1,"1",34244,26,75,"1"
"1",28,1,41,1,0,"0",34553,152,98,"0"
"0",38,1,22,0,1,"1",27922,124,54,"1"
"1",22,1,30,1,0,"0",20940,152,12,"0"
"1",41,1,28,1,1,"0",35895,124,92,"0"
"1",31,1,46,0,0,"1",37120,122,270,"0"
"0",24,1,28,1,0,"0",36251,152,89,"0"
"0",23,1,8,1,0,"0",36254,152,123,"0"
"0",28,1,28,0,1,"1",48442,154,253,"1"
"1",54,1,5,0,1,"1",33291,26,254,"0"
"1",64,1,28,0,1,"1",34562,122,123,"0"
"1",27,1,41,1,0,"0",25105,152,284,"0"
"1",57,1,49,1,1,"0",2630,124,180,"0"
"1",27,1,21,1,0,"0",26070,152,187,"0"
"0",24,1,8,1,0,"0",22905,152,70,"0"
"1",38,1,28,0,1,"1",2630,26,285,"0"
"0",22,1,30,1,0,"0",23339,152,120,"0"
"1",29,1,41,1,0,"0",37327,152,293,"0"
"0",30,1,41,0,0,"1",34423,136,18,"1"
"0",52,1,14,0,2,"1",2630,156,167,"0"
"0",64,1,39,0,1,"1",33695,26,185,"0"
"0",29,1,27,0,1,"1",2630,157,119,"0"
"1",63,1,28,0,2,"1",34052,139,59,"0"
"1",24,1,41,0,0,"1",2630,152,293,"0"
"1",77,1,28,1,1,"1",50747,26,263,"0"
"0",27,1,46,0,0,"1",2630,152,216,"0"
"1",30,1,17,0,0,"0",40274,152,133,"0"
"1",24,1,30,1,0,"0",22944,152,136,"0"
"1",29,1,40,0,0,"1",19993,124,176,"1"
"1",44,1,28,1,1,"0",44772,124,121,"0"
"0",34,1,11,0,1,"1",27813,124,189,"0"
"1",22,1,12,1,0,"0",29762,152,106,"0"
"1",45,1,8,1,1,"0",27671,26,94,"0"
"1",41,1,24,0,1,"1",28227,124,190,"1"
"1",52,1,28,0,1,"1",54065,26,137,"0"
"1",29,1,46,1,0,"0",19635,152,47,"0"
"0",36,1,46,1,1,"0",26871,152,270,"0"
"1",38,1,39,1,1,"0",34502,124,279,"0"
"0",28,1,30,1,0,"0",39328,152,216,"0"
"0",47,1,28,0,1,"1",36208,122,95,"0"
"1",57,1,12,1,1,"0",44150,26,23,"0"
"0",51,1,28,0,1,"1",39698,152,117,"1"
"1",21,1,22,1,0,"0",2630,160,181,"0"
"1",29,1,28,0,0,"1",56352,26,295,"0"
"1",59,1,8,0,2,"1",46773,124,223,"0"
"1",54,1,29,0,1,"0",25230,26,292,"0"
"0",49,1,28,0,1,"1",40846,26,29,"0"
"0",31,1,9,1,0,"0",26171,152,23,"0"
"0",22,1,11,1,0,"0",29902,152,11,"0"
"0",26,1,3,1,0,"0",26131,152,74,"0"
"0",24,1,11,1,0,"0",57281,152,181,"0"
"0",21,1,8,1,0,"0",29952,152,91,"0"
"1",24,1,41,1,0,"0",51956,152,203,"0"
"0",73,1,28,1,1,"0",48686,125,206,"0"
"1",52,1,29,0,1,"1",27015,55,276,"1"
"0",38,1,28,0,1,"1",34771,124,129,"1"
"1",43,1,28,1,1,"0",42292,124,42,"0"
"0",30,1,8,1,0,"0",31255,152,59,"0"
"0",44,1,28,1,1,"0",45037,26,86,"0"
"1",25,1,37,1,0,"0",35346,152,244,"0"
"0",53,1,46,0,1,"1",29118,11,247,"1"
"1",26,1,28,1,0,"0",37120,154,151,"0"
"1",22,1,3,0,0,"1",16703,152,186,"0"
"0",24,1,15,0,0,"0",22965,152,176,"0"
"1",67,1,28,0,1,"1",37473,122,281,"0"
"0",23,1,41,0,0,"1",29943,152,275,"0"
"0",27,1,28,0,0,"1",45720,154,58,"0"
"1",23,1,14,1,0,"0",25964,152,101,"0"
"0",24,1,29,1,0,"0",50529,152,134,"0"
"1",45,1,28,0,1,"1",26504,124,296,"0"
"0",41,1,3,1,1,"0",2630,26,261,"0"
"1",46,1,2,1,1,"0",18422,26,239,"0"
"0",29,1,9,1,0,"0",37742,152,74,"0"
"1",34,1,28,0,1,"1",47203,124,45,"1"
"1",23,1,8,1,0,"0",24087,160,35,"0"
"0",45,1,28,1,1,"0",38718,124,244,"0"
"1",59,1,28,0,1,"1",42764,122,238,"0"
"0",24,1,29,0,0,"1",2630,152,152,"0"
"1",30,1,46,1,0,"0",30426,152,99,"0"
"1",29,1,41,1,0,"0",32481,152,73,"0"
"0",46,1,28,0,1,"1",50041,26,155,"1"
"0",24,1,46,1,0,"0",28376,152,63,"0"
"0",24,1,6,1,0,"0",22542,152,263,"0"
"1",20,1,28,1,0,"0",30992,160,264,"0"
"1",48,1,46,0,1,"1",42865,124,104,"0"
"1",39,1,18,0,1,"1",54217,124,264,"0"
"0",28,1,3,1,0,"0",21468,152,286,"0"
"1",24,1,18,0,0,"1",26800,152,210,"0"
"1",25,1,11,1,0,"0",40910,152,112,"0"
"1",40,1,39,0,1,"1",29700,26,243,"0"
"0",24,1,11,1,0,"0",27198,152,206,"0"
"1",46,1,36,0,1,"1",28957,124,274,"0"
"1",25,1,3,1,0,"0",25955,152,86,"0"
"1",44,1,5,0,1,"1",2630,26,65,"0"
